Co2,PV,Demand,Time-stamp
34.65517241,0.857422,1.46,
34.68965517,0.878771,1.472,
34.72413793,0.9060054,1.456,
34.75862069,0.8956194,1.47,
34.79310345,0.8916958,1.44,
34.82758621,0.7917594,1.51,
34.86206897,0.7585242,1.486,
34.89655172,0.7294434,1.504,
34.93103448,0.697593,1.684,
34.96551724,0.6725512,1.742,
35,0.6503944,1.78,
35,0.6337768,1.776,
34.93103448,0.624891,1.758,
34.86206897,0.6261604,1.756,
34.79310345,0.6501636,1.66,
34.72413793,0.751254,1.594,
34.65517241,0.8945808,3.104,
34.5862069,1.092838,3.756,
34.51724138,1.237088,3.76,
34.44827586,1.152846,3.758,
34.37931034,0.977438,3.76,
34.31034483,1.025906,3.764,
34.24137931,0.972822,3.766,
34.17241379,0.925508,3.77,
34.10344828,1.022444,3.752,
34.03448276,1.285556,3.736,
33.96551724,1.600598,2.586,
33.89655172,2.087586,1.604,
33.82758621,2.170674,3.05,
33.75862069,1.82909,1.724,
33.68965517,1.602906,1.47,
33.62068966,1.516356,1.468,
33.55172414,1.969878,2.136,
33.48275862,1.97334,2.9,
33.4137931,1.890252,2.764,
33.34482759,1.831398,2.484,
33.27586207,1.872942,2.954,
33.20689655,1.90987,2.64,
33.13793103,1.878712,1.534,
33.06896552,1.845246,2.124,
33,1.831398,2.398,
33,1.808318,1.542,
33.03448276,1.22901,1.54,
33.06896552,0.4741786,1.546,
33.10344828,0.433327,1.538,
33.13793103,0.4066696,1.484,
33.17241379,0.4117472,1.466,
33.20689655,0.408516,1.488,
33.24137931,0.4305574,1.542,
33.27586207,0.494489,1.582,
33.31034483,0.983208,1.43,
33.34482759,1.10207,1.474,
33.37931034,1.514048,1.51,
33.4137931,1.628294,1.528,
33.44827586,1.62137,1.526,
33.48275862,1.587904,1.642,
33.51724138,1.508278,1.726,
33.55172414,1.435576,1.86,
33.5862069,1.429806,1.782,
33.62068966,1.382492,1.628,
33.65517241,1.308636,1.644,
33.68965517,1.25209,1.616,
33.72413793,1.170156,1.646,
33.75862069,1.149384,1.684,
33.79310345,1.127458,1.694,
33.82758621,1.080144,1.692,
33.86206897,0.987824,1.676,
33.89655172,0.926662,1.67,
33.93103448,0.894927,1.684,
33.96551724,0.8786556,1.676,
34,0.8599608,2.082,
34,0.842997,2.572,
34.03448276,0.823956,1.714,
34.06896552,0.800299,2.494,
34.10344828,0.77895,1.858,
34.13793103,0.7666022,1.638,
34.17241379,0.7544852,1.598,
34.20689655,0.7429452,1.756,
34.24137931,0.7240196,2.438,
34.27586207,0.6878994,3.878,
34.31034483,0.6715126,3.402,
34.34482759,0.637585,3.922,
34.37931034,0.620275,3.432,
34.4137931,0.583924,4.378,
34.44827586,0.546419,6.034,
34.48275862,0.4911424,5.722,
34.51724138,0.4455594,4.062,
34.55172414,0.4039,5.414,
34.5862069,0.368126,5.938,
34.62068966,0.3159652,5.406,
34.65517241,0.3091566,5.876,
34.68965517,0.3024634,5.34,
34.72413793,0.2906926,5.818,
34.75862069,0.264266,5.828,
34.79310345,0.2604578,5.036,
34.82758621,0.2571112,3.804,
34.86206897,0.242917,3.76,
34.89655172,0.2333388,3.76,
34.93103448,0.203104,3.78,
34.96551724,0.1553284,3.772,
35,0.1331716,3.77,
35,0.1548668,3.78,
35,0.157521,2.206,
35,0.1520972,3.074,
35,0.148866,3.668,
35,0.147135,3.148,
35,0.1439038,3.66,
35,0.141942,3.154,
35,0.139634,3.658,
35,0.139634,3.668,
35,0.1398648,3.656,
35,0.1364028,3.318,
35,0.1313252,2.666,
35,0.1335178,3.636,
35,0.130402,3.642,
35,0.1262476,3.634,
35,0.1133228,3.642,
35,0.0995902,3.052,
35,0.08728856,2.882,
35,0.08381502,3.624,
35,0.0812993,3.286,
35,0.07722568,2.666,
35,0.07256352,3.652,
35,0.06984008,3.602,
35,0.06812062,3.568,
35,0.0665281,2.446,
35,0.06523562,3.446,
35,0.06382774,3.566,
35,0.06151974,2.568,
35,0.05940792,3.72,
35,0.05936176,3.828,
35,0.05617672,2.582,
35,0.05284166,3.316,
35,0.04880266,3.57,
35,0.04665622,2.44,
35,0.04476366,3.458,
35,0.04508678,2.966,
35,0.04378276,2.03,
35,0.04262876,1.686,
35,0.04251336,1.638,
35,0.04242104,1.674,
35,0.04069004,1.632,
35,0.04025152,1.674,
35,0.04026306,1.63,
35,0.04025152,1.666,
35,0.0402746,1.554,
35,0.0402746,1.446,
35,0.04028614,1.756,
35,0.04048232,1.606,
35,0.0402746,1.548,
35,0.04029768,1.546,
35,0.03942064,1.586,
35,0.03608558,1.568,
35,0.0352547,1.592,
35,0.0352547,1.572,
35,0.03523162,1.586,
35,0.03503544,1.558,
35,0.03293516,1.58,
35,0.03251972,1.554,
35,0.0304079,1.574,
35,0.03020018,1.558,
35,0.03021172,1.604,
35.03448276,0.03020018,1.62,
35.06896552,0.0283307,1.62,
35.10344828,0.027696,1.708,
35.13793103,0.027696,1.858,
35.17241379,0.02770754,1.864,
35.20689655,0.02707284,1.814,
35.24137931,0.02456866,1.776,
35.27586207,0.01860248,1.488,
35.31034483,0.01437884,1.474,
35.34482759,0.01427498,1.438,
35.37931034,0.01418266,1.462,
35.4137931,0.0141365,1.378,
35.44827586,0.0141365,1.398,
35.48275862,0.01515202,1.378,
35.51724138,0.01417112,1.396,
35.55172414,0.01417112,1.384,
35.5862069,0.0141365,1.404,
35.62068966,0.01404418,1.382,
35.65517241,0.01388262,1.398,
35.68965517,0.014425,1.378,
35.72413793,0.0133864,1.398,
35.75862069,0.01307482,1.38,
35.79310345,0.01271708,1.4,
35.82758621,0.01265938,1.38,
35.86206897,0.01387108,1.398,
35.89655172,0.01293634,1.462,
35.93103448,0.01237088,1.406,
35.96551724,0.0113669,1.38,
36,0.01029368,1.404,
36,0.00960128,1.4,
35.93103448,0.007888744,0.972,
35.86206897,0.008126468,0.44,
35.79310345,0.007255198,0.552,
35.72413793,0.00637585,0.564,
35.65517241,0.005512658,0.54,
35.5862069,0.004542144,0.57,
35.51724138,0.00366972,0.724,
35.44827586,0.003291208,0.738,
35.37931034,0.000864346,1.702,
35.31034483,5.0776e-05,2.698,
35.24137931,4.8468e-05,2.182,
35.17241379,4.616e-05,2.682,
35.10344828,4.3852e-05,2.174,
35.03448276,4.1544e-05,2.69,
34.96551724,3.9236e-05,2.678,
34.89655172,3.6928e-05,3.574,
34.82758621,3.462e-05,2.816,
34.75862069,3.2312e-05,3.362,
34.68965517,2.885e-05,2.934,
34.62068966,2.6542e-05,2.66,
34.55172414,2.308e-05,2.712,
34.48275862,1.9618e-05,2.67,
34.4137931,1.6156e-05,2.664,
34.34482759,1.3848e-05,2.668,
34.27586207,1.0386e-05,2.666,
34.20689655,8.078e-06,2.668,
34.13793103,6.924e-06,2.662,
34.06896552,4.616e-06,2.6,
34,3.462e-06,2.512,
34,2.308e-06,2.512,
33.96551724,2.308e-06,2.514,
33.93103448,1.154e-06,2.52,
33.89655172,1.154e-06,2.514,
33.86206897,1.154e-06,2.494,
33.82758621,1.154e-06,2.49,
33.79310345,1.154e-06,2.502,
33.75862069,0,2.502,
33.72413793,0,1.598,
33.68965517,0,2.164,
33.65517241,0,2.58,
33.62068966,0,1.956,
33.5862069,0,1.864,
33.55172414,0,2.586,
33.51724138,0,2.594,
33.48275862,0,2.578,
33.44827586,0,1.976,
33.4137931,0,1.828,
33.37931034,0,2.582,
33.34482759,0,2.57,
33.31034483,0,2.502,
33.27586207,0,1.38,
33.24137931,0,2.448,
33.20689655,0,1.892,
33.17241379,0,1.898,
33.13793103,0,2.666,
33.10344828,0,2.664,
33.06896552,0,2.042,
33.03448276,0,2.072,
33,0,2.73,
33,0,2.176,
33.03448276,0,1.932,
33.06896552,0,2.73,
33.10344828,0,1.642,
33.13793103,0,2.472,
33.17241379,0,1.9,
33.20689655,0,2.188,
33.24137931,0,2.696,
33.27586207,0,2.05,
33.31034483,0,1.894,
33.34482759,0,2.55,
33.37931034,0,1.456,
33.4137931,0,2.552,
33.44827586,0,1.98,
33.48275862,0,1.928,
33.51724138,0,1.968,
33.55172414,0,2.404,
33.5862069,0,2.398,
33.62068966,0,1.298,
33.65517241,0,1.958,
33.68965517,0,3.28,
33.72413793,0,3.106,
33.75862069,0,3.452,
33.79310345,0,1.84,
33.82758621,0,2.38,
33.86206897,0,2.858,
33.89655172,0,3.738,
33.93103448,0,2.03,
33.96551724,0,1.772,
34,0,1.702,
34,0,1.746,
34.03448276,0,1.706,
34.06896552,0,1.744,
34.10344828,0,1.7,
34.13793103,0,1.738,
34.17241379,0,1.564,
34.20689655,0,1.528,
34.24137931,0,1.606,
34.27586207,0,1.604,
34.31034483,0,1.616,
34.34482759,0,1.626,
34.37931034,0,1.604,
34.4137931,0,1.612,
34.44827586,0,1.592,
34.48275862,0,1.668,
34.51724138,0,1.698,
34.55172414,0,1.714,
34.5862069,0,1.682,
34.62068966,0,1.644,
34.65517241,0,1.788,
34.68965517,0,2.728,
34.72413793,0,2.7,
34.75862069,0,2.692,
34.79310345,0,2.662,
34.82758621,0,2.674,
34.86206897,0,2.63,
34.89655172,0,2.642,
34.93103448,0,2.598,
34.96551724,0,2.614,
35,0,3.198,
35,0,3.27,
35.03448276,0,3.252,
35.06896552,0,3.29,
35.10344828,0,3.234,
35.13793103,0,2.79,
35.17241379,0,2.534,
35.20689655,0,2.51,
35.24137931,0,2.508,
35.27586207,0,2.564,
35.31034483,0,2.506,
35.34482759,0,2.5,
35.37931034,0,2.354,
35.4137931,0,2.118,
35.44827586,0,2.226,
35.48275862,0,1.564,
35.51724138,0,1.484,
35.55172414,0,1.338,
35.5862069,0,1.356,
35.62068966,0,1.334,
35.65517241,0,1.652,
35.68965517,0,2.612,
35.72413793,0,2.826,
35.75862069,0,2.886,
35.79310345,0,2.946,
35.82758621,0,2.922,
35.86206897,0,2.942,
35.89655172,0,2.816,
35.93103448,0,2.638,
35.96551724,0,2.786,
36,0,2.964,
36,0,2.974,
36,0,3.004,
36,0,2.972,
36,0,3.006,
36,0,3.094,
36,0,3.338,
36,0,3.318,
36,0,3.272,
36,0,3.244,
36,0,3.252,
36,0,3.378,
36,0,3.346,
36,0,2.566,
36,0,2.082,
36,0,2.098,
36,0,2.074,
36,0,2.06,
36,0,1.99,
36,0,2.006,
36,0,1.884,
36,0,1.922,
36,0,2.018,
36,0,1.93,
36,0,1.896,
36,0,1.92,
36,0,1.898,
36,0,1.612,
36,0,1.142,
36,0,1.302,
36,0,1.29,
36,0,1.308,
36,0,1.296,
36,0,1.322,
36,0,1.312,
36,0,1.36,
36,0,1.388,
36,0,1.376,
36,0,1.39,
36,0,1.372,
36,0,1.392,
36,0,1.366,
36,0,1.382,
36,0,1.452,
36,0,1.48,
36,0,1.462,
36,0,1.454,
36,0,1.394,
36,0,1.412,
36,0,1.516,
36,0,1.588,
36,0,1.476,
36,0,1.418,
36,0,1.398,
36,0,1.416,
36,0,1.44,
36,0,1.53,
36,0,1.502,
36,0,1.516,
36,0,1.496,
36,0,1.51,
36,0,1.512,
35.86206897,0,1.808,
35.72413793,0,2.206,
35.5862069,0,2.222,
35.44827586,0,1.986,
35.31034483,0,0.96,
35.17241379,0,1.86,
35.03448276,0,2.022,
34.89655172,0,2.03,
34.75862069,0,1.978,
34.62068966,0,1.996,
34.48275862,0,1.98,
34.34482759,0,2.074,
34.20689655,0,2.044,
34.06896552,0,2.068,
33.93103448,0,2.056,
33.79310345,0,2.036,
33.65517241,0,1.964,
33.51724138,0,1.976,
33.37931034,0,1.956,
33.24137931,0,1.79,
33.10344828,0,1.098,
32.96551724,0,0.988,
32.82758621,0,0.968,
32.68965517,0,0.984,
32.55172414,0,0.968,
32.4137931,0,1.122,
32.27586207,0,1.3,
32.13793103,0,1.322,
32,0,1.354,
32,0,1.314,
31.89655172,0,1.296,
31.79310345,0,1.316,
31.68965517,0,1.3,
31.5862069,0,1.318,
31.48275862,0,1.314,
31.37931034,0,1.302,
31.27586207,0,1.352,
31.17241379,0,1.398,
31.06896552,0,1.71,
30.96551724,0,1.63,
30.86206897,0,1.226,
30.75862069,0,1.208,
30.65517241,0,1.61,
30.55172414,0,2.462,
30.44827586,0,4.004,
30.34482759,0,3.89,
30.24137931,0,3.006,
30.13793103,0,2.97,
30.03448276,0,4.118,
29.93103448,0,3.308,
29.82758621,0,2.876,
29.72413793,0,2.636,
29.62068966,0,2.572,
29.51724138,0,2.496,
29.4137931,0,2.524,
29.31034483,0,2.5,
29.20689655,0,2.504,
29.10344828,0,2.466,
29,0,2.584,
29,0,2.624,
29.10344828,0,2.854,
29.20689655,0,3.08,
29.31034483,0,3.078,
29.4137931,0,3.074,
29.51724138,0,3.086,
29.62068966,0,3.076,
29.72413793,0,3.012,
29.82758621,0,2.396,
29.93103448,0,2.298,
30.03448276,0,2.194,
30.13793103,0,2.182,
30.24137931,0,2.19,
30.34482759,0,2.174,
30.44827586,0,2.19,
30.55172414,0,2.162,
30.65517241,0,2.19,
30.75862069,0,2.168,
30.86206897,0,2.198,
30.96551724,0,2.178,
31.06896552,0,2.216,
31.17241379,0,1.67,
31.27586207,0,1.172,
31.37931034,0,1.154,
31.48275862,0,1.174,
31.5862069,0,0.974,
31.68965517,0,0.842,
31.79310345,0,0.828,
31.89655172,0,0.882,
32,0,0.854,
32,0,0.878,
32.10344828,0,0.856,
32.20689655,0,1.036,
32.31034483,0,0.914,
32.4137931,0,1.302,
32.51724138,0,1.602,
32.62068966,0,2.008,
32.72413793,0,1.988,
32.82758621,0,1.984,
32.93103448,0,1.916,
33.03448276,0,1.252,
33.13793103,0,1.264,
33.24137931,0,1.298,
33.34482759,0,1.292,
33.44827586,0,0.916,
33.55172414,0,0.82,
33.65517241,0,0.71,
33.75862069,0,0.586,
33.86206897,0,0.588,
33.96551724,0,0.662,
34.06896552,0,0.652,
34.17241379,0,0.518,
34.27586207,0,0.44,
34.37931034,0,0.41,
34.48275862,0,0.41,
34.5862069,0,0.372,
34.68965517,0,0.316,
34.79310345,0,0.314,
34.89655172,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.314,
35,0,0.316,
35,0,0.316,
35,0,0.316,
35,0,0.316,
35,0,0.316,
35,0,0.332,
35,0,0.346,
35,0,0.416,
35,0,0.422,
35,0,0.45,
35,0,0.526,
35,0,0.522,
35,0,0.52,
35,0,0.518,
35,0,0.522,
35,0,0.524,
35,0,0.464,
35,0,0.478,
35,0,0.444,
35,0,0.438,
35,0,0.436,
35,0,0.43,
35,0,0.448,
35,0,0.492,
35.06896552,0,0.42,
35.13793103,0,0.442,
35.20689655,0,0.492,
35.27586207,0,0.462,
35.34482759,0,0.408,
35.4137931,0,0.408,
35.48275862,0,0.41,
35.55172414,0,0.412,
35.62068966,0,0.41,
35.68965517,0,0.41,
35.75862069,0,0.406,
35.82758621,0,0.426,
35.89655172,0,0.358,
35.96551724,0,0.332,
36.03448276,0,0.278,
36.10344828,0,0.248,
36.17241379,0,0.234,
36.24137931,0,0.216,
36.31034483,0,0.216,
36.37931034,0,0.216,
36.44827586,0,0.216,
36.51724138,0,0.236,
36.5862069,0,0.296,
36.65517241,0,0.294,
36.72413793,0,0.294,
36.79310345,0,0.294,
36.86206897,0,0.292,
36.93103448,0,0.29,
37,0,0.288,
37,0,0.288,
37,0,0.288,
37,0,0.288,
37,0,0.224,
37,0,0.216,
37,0,0.216,
37,0,0.216,
37,0,0.218,
37,0,0.218,
37,0,0.218,
37,0,0.218,
37,0,0.218,
37,0,0.22,
37,0,0.26,
37,0,0.33,
37,0,0.328,
37,0,0.324,
37,0,0.322,
37,0,0.322,
37,0,0.32,
37,0,0.318,
37,0,0.318,
37,0,0.316,
37,0,0.316,
37,0,0.314,
37,0,0.314,
37,0,0.312,
37,0,0.312,
37,0,0.306,
37,0,0.306,
37,0,0.304,
36.93103448,0,0.322,
36.86206897,0,0.382,
36.79310345,0,0.38,
36.72413793,0,0.304,
36.65517241,0,0.288,
36.5862069,0,0.286,
36.51724138,0,0.284,
36.44827586,0,0.282,
36.37931034,0,0.28,
36.31034483,0,0.28,
36.24137931,0,0.278,
36.17241379,0,0.208,
36.10344828,0,0.208,
36.03448276,0,0.208,
35.96551724,0,0.208,
35.89655172,0,0.208,
35.82758621,0,0.208,
35.75862069,0,0.208,
35.68965517,0,0.208,
35.62068966,0,0.208,
35.55172414,0,0.208,
35.48275862,0,0.208,
35.4137931,0,0.208,
35.34482759,0,0.208,
35.27586207,0,0.208,
35.20689655,0,0.29,
35.13793103,0,0.294,
35.06896552,0,0.294,
35,0,0.294,
35,0,0.294,
35,0,0.328,
35,0,0.404,
35,0,0.402,
35,0,0.398,
35,0,0.396,
35,0,0.394,
35,0,0.394,
35,0,0.392,
35,0,0.39,
35,0,0.388,
35,0,0.47,
35,0,0.458,
35,0,0.456,
35,0,0.456,
35,0,0.454,
35,0,0.448,
35,0,0.448,
35,0,0.444,
35,0,0.444,
35,0,0.442,
35,0,0.374,
35,0,0.282,
35,0,0.28,
35,0,0.282,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.278,
35,0,0.278,
35,0,0.278,
35,0,0.278,
35,0,0.278,
35,0,0.278,
35,0,0.278,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.28,
35,0,0.278,
35,0,0.28,
35,0,0.302,
35,0,0.4,
35,0,0.464,
35,0,0.46,
35,0,0.456,
35,0,0.454,
35,0,0.452,
35,0,0.45,
35,0,0.446,
35,0,0.446,
35,0,0.404,
35,0,0.376,
35,0,0.376,
35,0,0.374,
35,0,0.374,
35,0,0.374,
35,0,0.374,
35,0,0.374,
35,0,0.372,
35,0,0.364,
35,0,0.304,
35,0,0.3,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.212,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.208,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.21,
35,0,0.208,
35,0,0.278,
35,0,0.286,
35,0,0.286,
34.93103448,0,0.286,
34.86206897,0,0.286,
34.79310345,0,0.284,
34.72413793,0,0.282,
34.65517241,0,0.282,
34.5862069,0,0.28,
34.51724138,0,0.25,
34.44827586,0,0.3,
34.37931034,0,0.322,
34.31034483,0,0.316,
34.24137931,0,0.316,
34.17241379,0,0.312,
34.10344828,0,0.31,
34.03448276,0,0.308,
33.96551724,0,0.308,
33.89655172,0,0.306,
33.82758621,0,0.302,
33.75862069,0,0.302,
33.68965517,0,0.304,
33.62068966,0,0.304,
33.55172414,0,0.304,
33.48275862,0,0.304,
33.4137931,0,0.302,
33.34482759,0,0.304,
33.27586207,0,0.302,
33.20689655,0,0.302,
33.13793103,0,0.302,
33.06896552,0,0.216,
33,0,0.208,
33,0,0.208,
32.93103448,0,0.208,
32.86206897,0,0.21,
32.79310345,0,0.21,
32.72413793,0,0.208,
32.65517241,0,0.208,
32.5862069,0,0.28,
32.51724138,0,0.284,
32.44827586,0,0.284,
32.37931034,0,0.284,
32.31034483,0,0.284,
32.24137931,0,0.282,
32.17241379,0,0.28,
32.10344828,0,0.28,
32.03448276,0,0.804,
31.96551724,0,1.36,
31.89655172,0,1.308,
31.82758621,0,1.298,
31.75862069,0,1.292,
31.68965517,0,1.286,
31.62068966,0,1.284,
31.55172414,0,1.282,
31.48275862,0,1.282,
31.4137931,0,1.274,
31.34482759,0,1.272,
31.27586207,0,1.336,
31.20689655,0,1.374,
31.13793103,0,1.372,
31.06896552,0,1.37,
31,0,1.366,
31,0,1.364,
31,0,1.364,
31,0,1.368,
31,0,1.37,
31,0,1.37,
31,0,1.366,
31,0,1.364,
31,0,1.368,
31,0,1.368,
31,0,1.374,
31,0,1.366,
31,0,1.364,
31,0,0.678,
31,0,0.3,
31,0,0.31,
31,0,0.29,
31,0,0.288,
31,0,0.288,
31,0,0.288,
31,0,0.286,
31,0,0.282,
31,0,0.282,
31,0,0.28,
31,0,0.278,
31,0,0.228,
31,0,0.208,
31,0,0.208,
31,0,0.206,
31,0,0.206,
31,0,0.206,
31,0,0.206,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.208,
31,0,0.264,
31,0,0.32,
31,0,0.316,
31,0,0.314,
31,0,0.388,
31,0,0.396,
31,0,0.394,
31,0,0.394,
31,0,0.394,
31,0,0.392,
31,0,0.392,
31,0,0.482,
31,0,0.488,
31,0,0.488,
31,0,0.466,
31,0,0.464,
31,0,0.462,
31,0,0.458,
31.06896552,0,0.454,
31.13793103,0,0.452,
31.20689655,0,0.348,
31.27586207,0,0.286,
31.34482759,0,0.286,
31.4137931,0,0.284,
31.48275862,0,0.284,
31.55172414,0,0.282,
31.62068966,0,0.282,
31.68965517,0,0.282,
31.75862069,0,0.282,
31.82758621,0,0.282,
31.89655172,0,0.282,
31.96551724,0,0.282,
32.03448276,0,0.282,
32.10344828,0,0.282,
32.17241379,0,0.28,
32.24137931,0,0.28,
32.31034483,0,0.28,
32.37931034,0,0.28,
32.44827586,0,0.28,
32.51724138,0,0.28,
32.5862069,0,0.28,
32.65517241,0,0.278,
32.72413793,0,0.278,
32.79310345,0,0.278,
32.86206897,0,0.278,
32.93103448,0,0.278,
33,0,0.278,
33,0,0.278,
33,0,0.276,
33,0,0.354,
33,0,0.462,
33,0,0.456,
33,0,0.454,
33,0,0.452,
33,0,0.448,
33,0,0.446,
33,0,0.442,
33,0,0.44,
33,0,0.438,
33,0,0.37,
33,0,0.368,
33,0,0.368,
33,0,0.368,
33,0,0.368,
33,0,0.368,
33,0,0.366,
33,0,0.366,
33,0,0.37,
33,0,0.37,
33,0,0.318,
33,0,0.278,
33,0,0.276,
33,0,0.276,
33,0,0.276,
33,0,0.276,
33,0,0.276,
33,0,0.276,
33,0,0.274,
32.89655172,0,0.206,
32.79310345,0,0.206,
32.68965517,1.154e-06,0.206,
32.5862069,1.154e-06,0.206,
32.48275862,1.154e-06,0.206,
32.37931034,1.154e-06,0.208,
32.27586207,2.308e-06,0.208,
32.17241379,2.308e-06,0.208,
32.06896552,3.462e-06,0.206,
31.96551724,4.616e-06,0.206,
31.86206897,5.77e-06,0.252,
31.75862069,8.078e-06,0.282,
31.65517241,1.0386e-05,0.28,
31.55172414,1.2694e-05,0.28,
31.44827586,1.5002e-05,0.28,
31.34482759,1.731e-05,0.278,
31.24137931,2.0772e-05,0.276,
31.13793103,2.308e-05,0.274,
31.03448276,2.5388e-05,0.274,
30.93103448,2.885e-05,0.288,
30.82758621,3.2312e-05,0.314,
30.72413793,3.462e-05,0.31,
30.62068966,3.8082e-05,0.308,
30.51724138,4.039e-05,0.308,
30.4137931,4.3852e-05,0.308,
30.31034483,4.616e-05,0.306,
30.20689655,4.8468e-05,0.304,
30.10344828,5.0776e-05,0.304,
30,0.002230682,0.302,
30,0.00309272,0.302,
30,0.003787428,0.3,
30,0.004415204,0.302,
30,0.005259932,0.302,
30,0.006267374,0.302,
30,0.006839758,0.302,
30,0.00791644,0.306,
30,0.00871847,0.306,
30,0.0094051,0.306,
30,0.0098667,0.302,
30,0.0107322,0.21,
30,0.01199006,0.204,
30,0.01276324,0.204,
30,0.01158616,0.204,
30,0.01104378,0.204,
30,0.01133228,0.204,
30,0.01156308,0.204,
30,0.01175926,0.204,
30,0.0119439,0.204,
30,0.01562516,0.226,
30,0.01414804,0.322,
30,0.0122901,0.352,
30,0.01242858,0.352,
30,0.01255552,0.352,
30,0.01522126,0.35,
30,0.01279786,0.35,
30,0.01290172,0.348,
30,0.01306328,0.366,
30,0.0132133,0.398,
30,0.01331716,0.334,
30,0.02224912,0.29,
30.20689655,0.04191328,0.29,
30.4137931,0.04320576,0.29,
30.62068966,0.04372506,0.448,
30.82758621,0.04542144,1.01,
31.03448276,0.04792562,1.052,
31.24137931,0.05024516,0.952,
31.44827586,0.05041826,1.066,
31.65517241,0.05212618,1.23,
31.86206897,0.0538341,1.334,
32.06896552,0.05548432,1.342,
32.27586207,0.0556805,1.358,
32.48275862,0.05788464,1.402,
32.68965517,0.0593733,1.402,
32.89655172,0.06031958,1.426,
33.10344828,0.06030804,1.622,
33.31034483,0.06178516,3.612,
33.51724138,0.0629507,5.604,
33.72413793,0.06275452,5.252,
33.93103448,0.06458938,4.112,
34.13793103,0.06576646,2.66,
34.34482759,0.06828218,2.688,
34.55172414,0.06827064,3.808,
34.75862069,0.0683745,4.028,
34.96551724,0.06914768,2.646,
35.17241379,0.07123642,2.432,
35.37931034,0.0716634,2.562,
35.5862069,0.07337132,2.506,
35.79310345,0.07659098,2.4,
36,0.07803348,2.296,
36,0.0787605,2.204,
36,0.0797414,2.198,
36,0.08045688,2.19,
36,0.08288028,2.206,
36,0.08194554,2.222,
36,0.08294952,2.226,
36,0.08457666,2.224,
36,0.08489978,2.19,
36,0.0855691,2.172,
36,0.0838958,2.166,
36,0.0856268,2.168,
36,0.08655,2.16,
36,0.08830408,2.16,
36,0.0927816,2.168,
36,0.0935894,2.166,
36,0.0949742,2.166,
36,0.0947434,2.164,
36,0.0962436,2.164,
36,0.097513,2.16,
36,0.1001672,2.236,
36,0.101552,3.356,
36,0.1054756,2.736,
36,0.1087068,2.544,
36,0.1088222,2.996,
36,0.1103224,2.994,
36,0.10963,2.98,
36,0.1122842,2.978,
36,0.1167848,3.038,
36,0.1199006,2.55,
36,0.1215162,2.514,
36,0.121747,2.74,
36.03448276,0.1242858,2.752,
36.06896552,0.12694,2.88,
36.10344828,0.1290172,2.95,
36.13793103,0.1330562,2.892,
36.17241379,0.1345564,2.904,
36.20689655,0.136749,2.876,
36.24137931,0.139057,2.908,
36.27586207,0.1398648,2.858,
36.31034483,0.1441346,3.27,
36.34482759,0.1492122,2.958,
36.37931034,0.1538282,2.78,
36.4137931,0.1612138,2.858,
36.44827586,0.168484,2.858,
36.48275862,0.174254,3.042,
36.51724138,0.1832552,3.332,
36.55172414,0.1926026,3.338,
36.5862069,0.2035656,3.462,
36.62068966,0.2531876,2.39,
36.65517241,0.3794352,1.976,
36.68965517,0.4876804,1.738,
36.72413793,0.5396104,1.694,
36.75862069,0.5632674,1.694,
36.79310345,0.5744612,1.7,
36.82758621,0.6050422,1.686,
36.86206897,0.630084,1.69,
36.89655172,0.6765902,1.68,
36.93103448,0.710287,1.678,
36.96551724,0.7292126,1.678,
37,0.7721414,1.664,
37,0.8058382,1.674,
37,0.8134546,1.61,
37,0.8206094,1.356,
37,0.8267256,1.394,
37,0.8341112,2.764,
37,0.8419584,3.534,
37,0.8486516,3.506,
37,0.8537292,3.51,
37,0.8635382,3.498,
37,0.8710392,3.494,
37,0.8783094,3.504,
37,0.8860412,3.51,
37,0.8904264,3.504,
37,0.8975812,3.5,
37,0.908198,3.5,
37,0.915699,2.076,
37,0.9232,1.458,
37,0.92897,1.484,
37,0.937048,1.48,
37,0.947434,1.478,
37,0.954358,1.548,
37,0.96359,1.548,
37,0.971668,1.548,
37,0.976284,1.554,
37,0.984362,1.544,
37,0.993594,1.54,
37,0.99821,1.546,
37,1.000518,1.534,
37,1.005134,1.538,
37,1.012058,1.528,
37,1.025906,1.532,
36.96551724,1.035138,1.492,
36.93103448,1.04437,1.464,
36.89655172,1.053602,1.466,
36.86206897,1.068604,1.47,
36.82758621,1.09053,1.466,
36.79310345,1.106686,1.468,
36.75862069,1.10784,1.396,
36.72413793,1.11938,1.374,
36.68965517,1.230164,1.372,
36.65517241,1.383646,1.374,
